rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
10935	GGN	gametogenetin	337121	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10936	GGPS1	geranylgeranyl diphosphate synthase 1	224064	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10937	GGT1	gamma-glutamyltransferase 1	386597	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10938	GGT6	gamma-glutamyltransferase 6	243154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10939	GGTLC2	gamma-glutamyltransferase light chain 2	139171	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10940	GH1	growth hormone 1	165804	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10941	GHRHR	growth hormone releasing hormone receptor	273530	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10942	GHRL	ghrelin/obestatin preprohormone	89204	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10943	GHSR	growth hormone secretagogue receptor	288729	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10944	GIF	gastric intrinsic factor (vitamin B synthesis)	317182	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10945	GIMAP1	GTPase, IMAP family member 1	198240	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10946	GIMAP2	GTPase, IMAP family member 2	250974	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10947	GIMAP4	GTPase, IMAP family member 4	244885	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10948	GIMAP5	GTPase, IMAP family member 5	229235	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10949	GIMAP6	GTPase, IMAP family member 6	218202	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10950	GIMAP8	GTPase, IMAP family member 8	495348	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10951	GIN1	gypsy retrotransposon integrase 1	378826	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10952	GINS1	GINS complex subunit 1 (Psf1 homolog)	152222	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10953	GINS2	GINS complex subunit 2 (Psf2 homolog)	118766	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10954	GINS4	GINS complex subunit 4 (Sld5 homolog)	171449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10955	GIP	gastric inhibitory polypeptide	110161	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10956	GIPC1	GIPC PDZ domain containing family, member 1	202263	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10957	GIPC2	GIPC PDZ domain containing family, member 2	201561	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10958	GIPR	gastric inhibitory polypeptide receptor	285710	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10959	GIT1	G protein-coupled receptor kinase interactor 1	534159	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10960	GJA10	gap junction protein, alpha 10, 62kDa	400551	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10961	GJA3	gap junction protein, alpha 3, 46kDa	147593	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10962	GJA9	gap junction protein, alpha 9, 59kDa	381789	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10963	GJB1	gap junction protein, beta 1, 32kDa	135894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10964	GJB2	gap junction protein, beta 2, 26kDa	168510	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10965	GJB3	gap junction protein, beta 3, 31kDa	200978	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10966	GJB4	gap junction protein, beta 4, 30.3kDa	197469	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10967	GJB6	gap junction protein, beta 6, 30kDa	194335	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10968	GJB7	gap junction protein, beta 7, 25kDa	166262	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10969	GJC1	gap junction protein, gamma 1, 45kDa	293872	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10970	GJC3	gap junction protein, gamma 3, 30.2kDa	206405	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10971	GJD2	gap junction protein, delta 2, 36kDa	239491	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10972	GJD4	gap junction protein, delta 4, 40.1kDa	172956	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10973	GK2	glycerol kinase 2	409509	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10974	GKN1	gastrokine 1	153370	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10975	GLA	galactosidase, alpha	319461	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10976	GLB1	galactosidase, beta 1	498432	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10977	GLB1L	galactosidase, beta 1-like	499097	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10978	GLB1L2	galactosidase, beta 1-like 2	474346	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10979	GLB1L3	galactosidase, beta 1-like 3	432705	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10980	GLDN	gliomedin	362379	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10981	GLE1	GLE1 RNA export mediator homolog (yeast)	530400	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10982	GLIPR1	GLI pathogenesis-related 1 (glioma)	202244	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10983	GLIPR1L1	GLI pathogenesis-related 1 like 1	174742	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10984	GLIPR1L2	GLI pathogenesis-related 1 like 2	191087	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10985	GLIPR2	GLI pathogenesis-related 2	115069	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10986	GLIS2	GLIS family zinc finger 2	278293	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10987	GLMN	glomulin, FKBP associated protein	450593	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10988	GLO1	glyoxalase I	135850	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10989	GLOD5	glyoxalase domain containing 5	72352	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10990	GLP1R	glucagon-like peptide 1 receptor	322834	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10991	GLRA3	glycine receptor, alpha 3	351765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10992	GLRA4	glycine receptor, alpha 4	300905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10993	GLRB	glycine receptor, beta	369366	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10994	GLRX	glutaredoxin (thioltransferase)	80853	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10995	GLRX2	glutaredoxin 2	121774	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10996	GLRX3	glutaredoxin 3	234925	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10997	GLRX5	glutaredoxin 5	45892	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10998	GLS	glutaminase	414739	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10999	GLS2	glutaminase 2 (liver, mitochondrial)	447571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11000	GLT25D2	glycosyltransferase 25 domain containing 2	443365	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11001	GLT6D1	glycosyltransferase 6 domain containing 1	208014	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11002	GLT8D1	glycosyltransferase 8 domain containing 1	283295	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11003	GLT8D2	glycosyltransferase 8 domain containing 2	266538	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11004	GLTP	glycolipid transfer protein	159608	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11005	GLTPD1	glycolipid transfer protein domain containing 1	126614	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11006	GLTPD2	glycolipid transfer protein domain containing 2	102009	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11007	GLUD1	glutamate dehydrogenase 1	403341	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11008	GLUD2	glutamate dehydrogenase 2	406698	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11009	GLUL	glutamate-ammonia ligase (glutamine synthetase)	281619	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11010	GLYAT	glycine-N-acyltransferase	224288	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11011	GLYATL1	glycine-N-acyltransferase-like 1	245943	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11012	GLYATL2	glycine-N-acyltransferase-like 2	222580	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11013	GLYCTK	glycerate kinase	390617	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11014	GLYR1	glyoxylate reductase 1 homolog (Arabidopsis)	420501	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11015	GM2A	GM2 ganglioside activator	158484	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11016	GMEB1	glucocorticoid modulatory element binding protein 1	431729	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11017	GMEB2	glucocorticoid modulatory element binding protein 2	361425	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11018	GMFB	glia maturation factor, beta	100041	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11019	GMFG	glia maturation factor, gamma	112349	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11020	GML	glycosylphosphatidylinositol anchored molecule like protein	120274	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11021	GMNN	geminin, DNA replication inhibitor	159666	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11022	GMPPA	GDP-mannose pyrophosphorylase A	272212	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11023	GMPPB	GDP-mannose pyrophosphorylase B	294000	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11024	GMPS	guanine monphosphate synthetase	464451	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11025	GNA11	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	265658	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11026	GNA13	guanine nucleotide binding protein (G protein), alpha 13	282881	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11027	GNA14	guanine nucleotide binding protein (G protein), alpha 14	265201	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11028	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	215031	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11029	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	267715	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11030	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide	263581	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11031	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	262693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11032	GNAT3	guanine nucleotide binding protein, alpha transducing 3	185620	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11033	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	264486	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11034	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	251410	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11035	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	236036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11036	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	568104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11037	GNG10	guanine nucleotide binding protein (G protein), gamma 10	33097	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11038	GNG11	guanine nucleotide binding protein (G protein), gamma 11	54254	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11039	GNG12	guanine nucleotide binding protein (G protein), gamma 12	55842	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11040	GNG13	guanine nucleotide binding protein (G protein), gamma 13	52152	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11041	GNG2	guanine nucleotide binding protein (G protein), gamma 2	55102	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11042	GNG3	guanine nucleotide binding protein (G protein), gamma 3	58056	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11043	GNG4	guanine nucleotide binding protein (G protein), gamma 4	58056	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11044	GNG5	guanine nucleotide binding protein (G protein), gamma 5	50980	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11045	GNG7	guanine nucleotide binding protein (G protein), gamma 7	32001	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11046	GNG8	guanine nucleotide binding protein (G protein), gamma 8	53425	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11047	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	53628	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11048	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)	555431	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11049	GNL3	guanine nucleotide binding protein-like 3 (nucleolar)	420086	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11050	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	396726	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11051	GNLY	granulysin	111824	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11052	GNMT	glycine N-methyltransferase	173418	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11053	GNPDA1	glucosamine-6-phosphate deaminase 1	219475	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11054	GNPDA2	glucosamine-6-phosphate deaminase 2	206941	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11055	GNPTG	N-acetylglucosamine-1-phosphate transferase, gamma subunit	189972	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11056	GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	71295	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11057	GNRH2	gonadotropin-releasing hormone 2	90959	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11058	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	372544	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11059	GOLGA2B		110648	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11060	GOLGA5	golgi autoantigen, golgin subfamily a, 5	551119	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11061	GOLGA6A	golgin A6 family, member A	206855	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11062	GOLGA6B	golgi autoantigen, golgin subfamily a, 6B	239027	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11063	GOLGA6C	golgin A6 family, member C	170760	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11064	GOLGA7	golgi autoantigen, golgin subfamily a, 7	88116	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11065	GOLGA7B	golgin A7 family, member B	121952	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11066	GOLM1	golgi membrane protein 1	300804	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11067	GOLPH3	golgi phosphoprotein 3 (coat-protein)	194677	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11068	GOLT1B	golgi transport 1 homolog B (S. cerevisiae)	104059	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11069	GOPC	golgi associated PDZ and coiled-coil motif containing	341019	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11070	GORAB	golgin, RAB6-interacting	297181	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11071	GORASP1	golgi reassembly stacking protein 1, 65kDa	313339	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11072	GORASP2	golgi reassembly stacking protein 2, 55kDa	330734	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11073	GOSR1	golgi SNAP receptor complex member 1	194034	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11074	GOSR2	golgi SNAP receptor complex member 2	197225	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11075	GP6	glycoprotein VI (platelet)	390605	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11076	GP9	glycoprotein IX (platelet)	96695	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11077	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	451002	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11078	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	335618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11079	GPATCH2	G patch domain containing 2	391271	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11080	GPATCH3	G patch domain containing 3	393540	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11081	GPATCH8	G patch domain containing 8	1111449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11082	GPBP1	GC-rich promoter binding protein 1	358248	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11083	GPC2	glypican 2	314120	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11084	GPC4	glypican 4	418855	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11085	GPC5	glypican 5	416023	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11086	GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	513400	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11087	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	264575	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11088	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	266525	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11089	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	550503	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11090	GPER	G protein-coupled estrogen receptor 1	273904	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11091	GPHA2	glycoprotein hormone alpha 2	97944	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11092	GPHB5	glycoprotein hormone beta 5	62194	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11093	GPHN	gephyrin	589723	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11094	GPI	glucose phosphate isomerase	431804	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11095	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	93025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11096	GPN1	GPN-loop GTPase 1	296310	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11097	GPN2	GPN-loop GTPase 2	230435	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11098	GPN3	GPN-loop GTPase 3	225293	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11099	GPNMB	glycoprotein (transmembrane) nmb	433689	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11100	GPR1	G protein-coupled receptor 1	263698	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11101	GPR101	G protein-coupled receptor 101	370545	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11102	GPR109A	G protein-coupled receptor 109A	269615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11103	GPR109B	G protein-coupled receptor 109B	275033	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11104	GPR111	G protein-coupled receptor 111	480126	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11105	GPR113	G protein-coupled receptor 113	620472	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11106	GPR114	G protein-coupled receptor 114	394637	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11107	GPR12	G protein-coupled receptor 12	248206	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11108	GPR120	G protein-coupled receptor 120	265754	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11109	GPR135	G protein-coupled receptor 135	200654	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11110	GPR137C	G protein-coupled receptor 137C	262772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11111	GPR139	G protein-coupled receptor 139	258984	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11112	GPR142	G protein-coupled receptor 142	316049	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11113	GPR143	G protein-coupled receptor 143	156075	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
11114	GPR146	G protein-coupled receptor 146	222245	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
